LSOA11CD,LSOA11NM,WD20CD,WD20NM,LAD20CD,LAD20NM,FID
E01002856,Kensington and Chelsea 004E,E05009396,Golborne,E09000020,Kensington and Chelsea,30846
E01033486,Islington 011E,E05000375,Holloway,E09000019,Islington,30847
E01002963,Kingston upon Thames 007D,E05000407,Coombe Vale,E09000021,Kingston upon Thames,30848
E01002814,Kensington and Chelsea 015A,E05009388,Abingdon,E09000020,Kensington and Chelsea,30849
E01003132,Lambeth 024A,E05000430,Streatham Hill,E09000022,Lambeth,30850
E01002815,Kensington and Chelsea 011B,E05009388,Abingdon,E09000020,Kensington and Chelsea,30851
E01032582,Lambeth 036E,E05000416,Bishop's,E09000022,Lambeth,30852
E01002916,Kingston upon Thames 014B,E05000400,Alexandra,E09000021,Kingston upon Thames,30853
E01002964,Kingston upon Thames 005A,E05000408,Grove,E09000021,Kingston upon Thames,30854
E01003065,Lambeth 031A,E05000422,Gipsy Hill,E09000022,Lambeth,30855
E01003133,Lambeth 027C,E05000430,Streatham Hill,E09000022,Lambeth,30856
E01033487,Islington 011F,E05000375,Holloway,E09000019,Islington,30857
E01002816,Kensington and Chelsea 011C,E05009388,Abingdon,E09000020,Kensington and Chelsea,30858
E01002857,Kensington and Chelsea 001E,E05009396,Golborne,E09000020,Kensington and Chelsea,30859
E01003018,Lambeth 020A,E05000417,Brixton Hill,E09000022,Lambeth,30860
E01002917,Kingston upon Thames 014C,E05000400,Alexandra,E09000021,Kingston upon Thames,30861
E01002965,Kingston upon Thames 009A,E05000408,Grove,E09000021,Kingston upon Thames,30862
E01003066,Lambeth 028B,E05000422,Gipsy Hill,E09000022,Lambeth,30863
E01003134,Lambeth 027D,E05000430,Streatham Hill,E09000022,Lambeth,30864
E01033488,Islington 011G,E05000375,Holloway,E09000019,Islington,30865
E01002817,Kensington and Chelsea 011D,E05009388,Abingdon,E09000020,Kensington and Chelsea,30866
E01002864,Kensington and Chelsea 009A,E05009397,Holland,E09000020,Kensington and Chelsea,30867
E01003019,Lambeth 015A,E05000417,Brixton Hill,E09000022,Lambeth,30868
E01002918,Kingston upon Thames 017A,E05000400,Alexandra,E09000021,Kingston upon Thames,30869
E01002966,Kingston upon Thames 010C,E05000408,Grove,E09000021,Kingston upon Thames,30870
E01003067,Lambeth 033C,E05000422,Gipsy Hill,E09000022,Lambeth,30871
E01003135,Lambeth 026C,E05000430,Streatham Hill,E09000022,Lambeth,30872
E01002768,Islington 004A,E05000376,Junction,E09000019,Islington,30873
E01002818,Kensington and Chelsea 012A,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30874
E01002866,Kensington and Chelsea 009B,E05009397,Holland,E09000020,Kensington and Chelsea,30875
E01003020,Lambeth 016A,E05000417,Brixton Hill,E09000022,Lambeth,30876
E01002919,Kingston upon Thames 017B,E05000400,Alexandra,E09000021,Kingston upon Thames,30877
E01002967,Kingston upon Thames 009B,E05000408,Grove,E09000021,Kingston upon Thames,30878
E01003068,Lambeth 031B,E05000422,Gipsy Hill,E09000022,Lambeth,30879
E01003136,Lambeth 022A,E05000430,Streatham Hill,E09000022,Lambeth,30880
E01002769,Islington 008A,E05000376,Junction,E09000019,Islington,30881
E01002819,Kensington and Chelsea 012B,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30882
E01002867,Kensington and Chelsea 009C,E05009397,Holland,E09000020,Kensington and Chelsea,30883
E01003021,Lambeth 021A,E05000417,Brixton Hill,E09000022,Lambeth,30884
E01003069,Lambeth 033D,E05000422,Gipsy Hill,E09000022,Lambeth,30885
E01002920,Kingston upon Thames 014D,E05000400,Alexandra,E09000021,Kingston upon Thames,30886
E01002968,Kingston upon Thames 009C,E05000408,Grove,E09000021,Kingston upon Thames,30887
E01002921,Kingston upon Thames 011A,E05000401,Berrylands,E09000021,Kingston upon Thames,30888
E01003070,Lambeth 033E,E05000422,Gipsy Hill,E09000022,Lambeth,30889
E01003137,Lambeth 022B,E05000430,Streatham Hill,E09000022,Lambeth,30890
E01002770,Islington 004B,E05000376,Junction,E09000019,Islington,30891
E01002821,Kensington and Chelsea 014A,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30892
E01002868,Kensington and Chelsea 009D,E05009397,Holland,E09000020,Kensington and Chelsea,30893
E01003022,Lambeth 021B,E05000417,Brixton Hill,E09000022,Lambeth,30894
E01003071,Lambeth 018D,E05000423,Herne Hill,E09000022,Lambeth,30895
E01002969,Kingston upon Thames 005B,E05000409,Norbiton,E09000021,Kingston upon Thames,30896
E01003138,Lambeth 026D,E05000430,Streatham Hill,E09000022,Lambeth,30897
E01002922,Kingston upon Thames 010A,E05000401,Berrylands,E09000021,Kingston upon Thames,30898
E01002771,Islington 004C,E05000376,Junction,E09000019,Islington,30899
E01003023,Lambeth 021C,E05000417,Brixton Hill,E09000022,Lambeth,30900
E01002869,Kensington and Chelsea 009E,E05009397,Holland,E09000020,Kensington and Chelsea,30901
E01002858,Kensington and Chelsea 014C,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30902
E01003072,Lambeth 014A,E05000423,Herne Hill,E09000022,Lambeth,30903
E01002970,Kingston upon Thames 006D,E05000409,Norbiton,E09000021,Kingston upon Thames,30904
E01003139,Lambeth 035A,E05000431,Streatham South,E09000022,Lambeth,30905
E01002923,Kingston upon Thames 013A,E05000401,Berrylands,E09000021,Kingston upon Thames,30906
E01002772,Islington 002F,E05000376,Junction,E09000019,Islington,30907
E01003024,Lambeth 021D,E05000417,Brixton Hill,E09000022,Lambeth,30908
E01002871,Kensington and Chelsea 007B,E05009398,Norland,E09000020,Kensington and Chelsea,30909
E01002860,Kensington and Chelsea 012D,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30910
E01003073,Lambeth 014B,E05000423,Herne Hill,E09000022,Lambeth,30911
E01002971,Kingston upon Thames 005C,E05000409,Norbiton,E09000021,Kingston upon Thames,30912
E01003140,Lambeth 035B,E05000431,Streatham South,E09000022,Lambeth,30913
E01002924,Kingston upon Thames 014E,E05000401,Berrylands,E09000021,Kingston upon Thames,30914
E01002773,Islington 004D,E05000376,Junction,E09000019,Islington,30915
E01003025,Lambeth 021E,E05000417,Brixton Hill,E09000022,Lambeth,30916
E01002873,Kensington and Chelsea 007C,E05009398,Norland,E09000020,Kensington and Chelsea,30917
E01002863,Kensington and Chelsea 012E,E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,30918
E01003074,Lambeth 018E,E05000423,Herne Hill,E09000022,Lambeth,30919
E01002972,Kingston upon Thames 005D,E05000409,Norbiton,E09000021,Kingston upon Thames,30920
E01003141,Lambeth 034B,E05000431,Streatham South,E09000022,Lambeth,30921
E01002925,Kingston upon Thames 013B,E05000401,Berrylands,E09000021,Kingston upon Thames,30922
E01002774,Islington 004E,E05000376,Junction,E09000019,Islington,30923
E01003026,Lambeth 019A,E05000418,Clapham Common,E09000022,Lambeth,30924
E01002874,Kensington and Chelsea 007D,E05009398,Norland,E09000020,Kensington and Chelsea,30925
E01002824,Kensington and Chelsea 008A,E05009390,Campden,E09000020,Kensington and Chelsea,30926
E01003075,Lambeth 009C,E05000423,Herne Hill,E09000022,Lambeth,30927
E01002973,Kingston upon Thames 006E,E05000409,Norbiton,E09000021,Kingston upon Thames,30928
E01002974,Kingston upon Thames 005E,E05000409,Norbiton,E09000021,Kingston upon Thames,30929
E01002975,Kingston upon Thames 012A,E05000410,Old Malden,E09000021,Kingston upon Thames,30930
E01002976,Kingston upon Thames 015A,E05000410,Old Malden,E09000021,Kingston upon Thames,30931
E01002977,Kingston upon Thames 012B,E05000410,Old Malden,E09000021,Kingston upon Thames,30932
E01002978,Kingston upon Thames 015B,E05000410,Old Malden,E09000021,Kingston upon Thames,30933
E01002979,Kingston upon Thames 015C,E05000410,Old Malden,E09000021,Kingston upon Thames,30934
E01002980,Kingston upon Thames 012C,E05000410,Old Malden,E09000021,Kingston upon Thames,30935
E01002981,Kingston upon Thames 012D,E05000411,St James,E09000021,Kingston upon Thames,30936
E01002982,Kingston upon Thames 015D,E05000411,St James,E09000021,Kingston upon Thames,30937
E01002983,Kingston upon Thames 015E,E05000411,St James,E09000021,Kingston upon Thames,30938
E01002984,Kingston upon Thames 012E,E05000411,St James,E09000021,Kingston upon Thames,30939
E01002985,Kingston upon Thames 007E,E05000411,St James,E09000021,Kingston upon Thames,30940
E01002986,Kingston upon Thames 008E,E05000411,St James,E09000021,Kingston upon Thames,30941
E01002987,Kingston upon Thames 011B,E05000412,St Mark's,E09000021,Kingston upon Thames,30942
E01002988,Kingston upon Thames 011C,E05000412,St Mark's,E09000021,Kingston upon Thames,30943
E01002989,Kingston upon Thames 011D,E05000412,St Mark's,E09000021,Kingston upon Thames,30944
E01002990,Kingston upon Thames 009D,E05000412,St Mark's,E09000021,Kingston upon Thames,30945
E01002991,Kingston upon Thames 009E,E05000412,St Mark's,E09000021,Kingston upon Thames,30946
E01002992,Kingston upon Thames 010D,E05000412,St Mark's,E09000021,Kingston upon Thames,30947
E01002993,Kingston upon Thames 013C,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30948
E01002994,Kingston upon Thames 016A,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30949
E01002995,Kingston upon Thames 013D,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30950
E01002996,Kingston upon Thames 016B,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30951
E01002997,Kingston upon Thames 016C,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30952
E01002998,Kingston upon Thames 016D,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30953
E01002999,Kingston upon Thames 013E,E05000413,Surbiton Hill,E09000021,Kingston upon Thames,30954
E01003000,Kingston upon Thames 017C,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30955
E01003001,Kingston upon Thames 017D,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30956
E01003002,Kingston upon Thames 016E,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30957
E01003003,Kingston upon Thames 017E,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30958
E01003004,Kingston upon Thames 018D,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30959
E01003005,Kingston upon Thames 018E,E05000414,Tolworth and Hook Rise,E09000021,Kingston upon Thames,30960
E01003006,Kingston upon Thames 001A,E05000415,Tudor,E09000021,Kingston upon Thames,30961
E01003007,Kingston upon Thames 001B,E05000415,Tudor,E09000021,Kingston upon Thames,30962
E01003008,Kingston upon Thames 001C,E05000415,Tudor,E09000021,Kingston upon Thames,30963
E01003009,Kingston upon Thames 001D,E05000415,Tudor,E09000021,Kingston upon Thames,30964
E01003010,Kingston upon Thames 001E,E05000415,Tudor,E09000021,Kingston upon Thames,30965
E01003142,Lambeth 035C,E05000431,Streatham South,E09000022,Lambeth,30966
E01002825,Kensington and Chelsea 008B,E05009390,Campden,E09000020,Kensington and Chelsea,30967
E01002775,Islington 014D,E05000377,Mildmay,E09000019,Islington,30968
E01003027,Lambeth 019B,E05000418,Clapham Common,E09000022,Lambeth,30969
E01002875,Kensington and Chelsea 007E,E05009398,Norland,E09000020,Kensington and Chelsea,30970
E01002926,Kingston upon Thames 010B,E05000401,Berrylands,E09000021,Kingston upon Thames,30971
E01002927,Kingston upon Thames 008A,E05000402,Beverley,E09000021,Kingston upon Thames,30972
E01002928,Kingston upon Thames 008B,E05000402,Beverley,E09000021,Kingston upon Thames,30973
E01002929,Kingston upon Thames 007A,E05000402,Beverley,E09000021,Kingston upon Thames,30974
E01003076,Lambeth 014C,E05000423,Herne Hill,E09000022,Lambeth,30975
E01003143,Lambeth 035D,E05000431,Streatham South,E09000022,Lambeth,30976
E01002930,Kingston upon Thames 007B,E05000402,Beverley,E09000021,Kingston upon Thames,30977
E01002870,Kensington and Chelsea 005A,E05009399,Notting Dale,E09000020,Kensington and Chelsea,30978
E01002826,Kensington and Chelsea 008C,E05009390,Campden,E09000020,Kensington and Chelsea,30979
E01003077,Lambeth 014D,E05000423,Herne Hill,E09000022,Lambeth,30980
E01002776,Islington 014E,E05000377,Mildmay,E09000019,Islington,30981
E01003144,Lambeth 034C,E05000431,Streatham South,E09000022,Lambeth,30982
E01003028,Lambeth 019C,E05000418,Clapham Common,E09000022,Lambeth,30983
E01002931,Kingston upon Thames 007C,E05000402,Beverley,E09000021,Kingston upon Thames,30984
E01002872,Kensington and Chelsea 005B,E05009399,Notting Dale,E09000020,Kensington and Chelsea,30985
E01002827,Kensington and Chelsea 008D,E05009390,Campden,E09000020,Kensington and Chelsea,30986
E01003078,Lambeth 014E,E05000423,Herne Hill,E09000022,Lambeth,30987
E01002777,Islington 012A,E05000377,Mildmay,E09000019,Islington,30988
E01003145,Lambeth 034D,E05000431,Streatham South,E09000022,Lambeth,30989
E01003029,Lambeth 017A,E05000418,Clapham Common,E09000022,Lambeth,30990
E01002932,Kingston upon Thames 006A,E05000402,Beverley,E09000021,Kingston upon Thames,30991
E01002877,Kensington and Chelsea 003B,E05009399,Notting Dale,E09000020,Kensington and Chelsea,30992
E01003079,Lambeth 027A,E05000424,Knight's Hill,E09000022,Lambeth,30993
E01002828,Kensington and Chelsea 008E,E05009390,Campden,E09000020,Kensington and Chelsea,30994
E01003080,Lambeth 027B,E05000424,Knight's Hill,E09000022,Lambeth,30995
E01002778,Islington 012B,E05000377,Mildmay,E09000019,Islington,30996
E01003146,Lambeth 035E,E05000431,Streatham South,E09000022,Lambeth,30997
E01003030,Lambeth 019D,E05000418,Clapham Common,E09000022,Lambeth,30998
E01002933,Kingston upon Thames 004A,E05000403,Canbury,E09000021,Kingston upon Thames,30999
E01002879,Kensington and Chelsea 005C,E05009399,Notting Dale,E09000020,Kensington and Chelsea,31000
E01003081,Lambeth 028C,E05000424,Knight's Hill,E09000022,Lambeth,31001
E01002779,Islington 012C,E05000377,Mildmay,E09000019,Islington,31002
E01002934,Kingston upon Thames 004B,E05000403,Canbury,E09000021,Kingston upon Thames,31003
E01003031,Lambeth 023A,E05000418,Clapham Common,E09000022,Lambeth,31004
E01002880,Kensington and Chelsea 005D,E05009399,Notting Dale,E09000020,Kensington and Chelsea,31005
E01003147,Lambeth 034E,E05000431,Streatham South,E09000022,Lambeth,31006
E01002865,Kensington and Chelsea 011E,E05009390,Campden,E09000020,Kensington and Chelsea,31007
E01003082,Lambeth 031C,E05000424,Knight's Hill,E09000022,Lambeth,31008
E01002935,Kingston upon Thames 003A,E05000403,Canbury,E09000021,Kingston upon Thames,31009
E01002780,Islington 014F,E05000377,Mildmay,E09000019,Islington,31010
E01003032,Lambeth 017B,E05000418,Clapham Common,E09000022,Lambeth,31011
E01002881,Kensington and Chelsea 005E,E05009399,Notting Dale,E09000020,Kensington and Chelsea,31012
E01003148,Lambeth 032E,E05000432,Streatham Wells,E09000022,Lambeth,31013
E01002840,Kensington and Chelsea 021A,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31014
E01003083,Lambeth 030A,E05000424,Knight's Hill,E09000022,Lambeth,31015
E01002937,Kingston upon Thames 004D,E05000403,Canbury,E09000021,Kingston upon Thames,31016
E01002781,Islington 012D,E05000377,Mildmay,E09000019,Islington,31017
E01003033,Lambeth 019E,E05000418,Clapham Common,E09000022,Lambeth,31018
E01002883,Kensington and Chelsea 006B,E05009400,Pembridge,E09000020,Kensington and Chelsea,31019
E01003149,Lambeth 030D,E05000432,Streatham Wells,E09000022,Lambeth,31020
E01002841,Kensington and Chelsea 021B,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31021
E01003084,Lambeth 030B,E05000424,Knight's Hill,E09000022,Lambeth,31022
E01002938,Kingston upon Thames 003B,E05000403,Canbury,E09000021,Kingston upon Thames,31023
E01002782,Islington 012E,E05000377,Mildmay,E09000019,Islington,31024
E01003034,Lambeth 012A,E05000419,Clapham Town,E09000022,Lambeth,31025
E01002884,Kensington and Chelsea 006C,E05009400,Pembridge,E09000020,Kensington and Chelsea,31026
E01003150,Lambeth 032F,E05000432,Streatham Wells,E09000022,Lambeth,31027
E01002842,Kensington and Chelsea 021C,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31028
E01003085,Lambeth 030C,E05000424,Knight's Hill,E09000022,Lambeth,31029
E01033568,Kingston upon Thames 004F,E05000403,Canbury,E09000021,Kingston upon Thames,31030
E01002783,Islington 010B,E05000378,St George's,E09000019,Islington,31031
E01003035,Lambeth 012B,E05000419,Clapham Town,E09000022,Lambeth,31032
E01002885,Kensington and Chelsea 006D,E05009400,Pembridge,E09000020,Kensington and Chelsea,31033
E01003151,Lambeth 026E,E05000432,Streatham Wells,E09000022,Lambeth,31034
E01002843,Kensington and Chelsea 021D,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31035
E01003086,Lambeth 031D,E05000424,Knight's Hill,E09000022,Lambeth,31036
E01003087,Lambeth 031E,E05000424,Knight's Hill,E09000022,Lambeth,31037
E01003088,Lambeth 010A,E05000425,Larkhall,E09000022,Lambeth,31038
E01003089,Lambeth 008A,E05000425,Larkhall,E09000022,Lambeth,31039
E01003090,Lambeth 012D,E05000425,Larkhall,E09000022,Lambeth,31040
E01003091,Lambeth 008B,E05000425,Larkhall,E09000022,Lambeth,31041
E01003092,Lambeth 008C,E05000425,Larkhall,E09000022,Lambeth,31042
E01003093,Lambeth 010B,E05000425,Larkhall,E09000022,Lambeth,31043
E01003094,Lambeth 010C,E05000425,Larkhall,E09000022,Lambeth,31044
E01003095,Lambeth 012E,E05000425,Larkhall,E09000022,Lambeth,31045
E01003096,Lambeth 010D,E05000425,Larkhall,E09000022,Lambeth,31046
E01003097,Lambeth 006A,E05000426,Oval,E09000022,Lambeth,31047
E01003098,Lambeth 005A,E05000426,Oval,E09000022,Lambeth,31048
E01003099,Lambeth 005B,E05000426,Oval,E09000022,Lambeth,31049
E01003100,Lambeth 005C,E05000426,Oval,E09000022,Lambeth,31050
E01003101,Lambeth 003A,E05000426,Oval,E09000022,Lambeth,31051
E01003102,Lambeth 004A,E05000426,Oval,E09000022,Lambeth,31052
E01003104,Lambeth 004C,E05000426,Oval,E09000022,Lambeth,31053
E01033207,Lambeth 004F,E05000426,Oval,E09000022,Lambeth,31054
E01033208,Lambeth 004G,E05000426,Oval,E09000022,Lambeth,31055
E01003105,Lambeth 003B,E05000427,Prince's,E09000022,Lambeth,31056
E01003106,Lambeth 003C,E05000427,Prince's,E09000022,Lambeth,31057
E01003107,Lambeth 003D,E05000427,Prince's,E09000022,Lambeth,31058
E01003108,Lambeth 002B,E05000427,Prince's,E09000022,Lambeth,31059
E01003109,Lambeth 003E,E05000427,Prince's,E09000022,Lambeth,31060
E01033569,Kingston upon Thames 004G,E05000403,Canbury,E09000021,Kingston upon Thames,31061
E01003152,Lambeth 027E,E05000432,Streatham Wells,E09000022,Lambeth,31062
E01002784,Islington 010C,E05000378,St George's,E09000019,Islington,31063
E01003036,Lambeth 012C,E05000419,Clapham Town,E09000022,Lambeth,31064
E01002939,Kingston upon Thames 018A,E05000404,Chessington North and Hook,E09000021,Kingston upon Thames,31065
E01002844,Kensington and Chelsea 019A,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31066
E01002886,Kensington and Chelsea 006E,E05009400,Pembridge,E09000020,Kensington and Chelsea,31067
E01003153,Lambeth 029D,E05000432,Streatham Wells,E09000022,Lambeth,31068
E01002785,Islington 008B,E05000378,St George's,E09000019,Islington,31069
E01003037,Lambeth 013A,E05000419,Clapham Town,E09000022,Lambeth,31070
E01002940,Kingston upon Thames 020A,E05000404,Chessington North and Hook,E09000021,Kingston upon Thames,31071
E01002845,Kensington and Chelsea 019B,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,31072
E01002887,Kensington and Chelsea 010A,E05009401,Queen's Gate,E09000020,Kensington and Chelsea,31073
E01003154,Lambeth 030E,E05000432,Streatham Wells,E09000022,Lambeth,31074
E01002786,Islington 010D,E05000378,St George's,E09000019,Islington,31075
E01003038,Lambeth 013B,E05000419,Clapham Town,E09000022,Lambeth,31076
